mesh_id,descriptor_name,tree_number,parent_tree_number,parent_id,parent_name
D062345,Nuclear Microscopy,E05.595.744,E05,D008919,Investigative Techniques
D013215,Starfish,B01.050.500.408.765,B01,D056890,Eukaryota
D060227,Imaginal Discs,A13.518,A13,D000825,Animal Structures
D006724,Hoof and Claw,A13.491,A13,D000825,Animal Structures
D042282,Microdissection,E01.370.225.500.620.520,E01,D003933,Diagnosis
D042282,Microdissection,E04.221.580,E04,D013514,"Surgical Procedures, Operative"
D042282,Microdissection,E05.200.500.620.265,E05,D008919,Investigative Techniques
D008593,Menopause,G08.686.157.500,G08,D012101,Reproductive and Urinary Physiological Phenomena
D003062,Codon,D13.444.735.544.355,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D003062,Codon,G05.360.335.355,G05,D055614,Genetic Phenomena
D005095,Exoribonucleases,D08.811.277.352.365.300,D08,D045762,Enzymes and Coenzymes
D011071,Poly T,D13.695.578.500.600,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D004706,Endodeoxyribonucleases,D08.811.277.352.335.350,D08,D045762,Enzymes and Coenzymes
D036084,Callilepis,B01.875.800.575.912.250.100.154,B01,D056890,Eukaryota
D001468,Thoracica,B01.050.500.131.365.880,B01,D056890,Eukaryota
D009996,Osmotic Fragility,E01.370.225.625.550,E01,D003933,Diagnosis
D009996,Osmotic Fragility,E05.200.625.550,E05,D008919,Investigative Techniques
D009996,Osmotic Fragility,G09.188.640,G09,D002943,Circulatory and Respiratory Physiological Phenomena
D009351,Nematospiroides dubius,B01.050.500.500.294.400.968.400.550.275,B01,D056890,Eukaryota
D002180,"Candidiasis, Oral",C01.150.703.160.180,C01,D007239,Infections
D002180,"Candidiasis, Oral",C07.465.130,C07,D009057,Stomatognathic Diseases
D010667,Phenylpyruvic Acids,D02.241.223.751,D02,D009930,Organic Chemicals
D012063,Relaxation,I03.450.769,I03,D006802,Human Activities
D006557,Herpangina,C01.925.782.687.359.213.466,C01,D007239,Infections
D015041,Zolazepam,D03.633.100.964,D03,D006571,Heterocyclic Compounds
D022261,Respiratory Syncytial Virus Vaccines,D20.215.894.899.730,D20,D045424,Complex Mixtures
D005442,Flumazenil,D03.633.100.079.080.070.305,D03,D006571,Heterocyclic Compounds
D008874,Midazolam,D03.633.100.079.080.575,D03,D006571,Heterocyclic Compounds
D000077384,Anastrozole,D02.626.218,D02,D009930,Organic Chemicals
D000077384,Anastrozole,D03.383.129.799.275,D03,D006571,Heterocyclic Compounds
D035921,Hepatitis A Antigens,D12.776.964.350.495.249,D12,D000602,"Amino Acids, Peptides, and Proteins"
D035921,Hepatitis A Antigens,D23.050.327.495.249,D23,D001685,Biological Factors
D009156,Muzolimine,D03.383.129.539.550,D03,D006571,Heterocyclic Compounds
D012383,Romania,Z01.542.248.764,Z01,D005842,Geographic Locations
D019438,Ritonavir,D02.886.675.653,D02,D009930,Organic Chemicals
D019438,Ritonavir,D03.383.129.708.653,D03,D006571,Heterocyclic Compounds
D014043,Tolazoline,D03.383.129.308.436.750,D03,D006571,Heterocyclic Compounds
D010666,Phenylpropionates,D02.241.223.701,D02,D009930,Organic Chemicals
D065927,Waist-Height Ratio,E01.370.600.115.100.160.780,E01,D003933,Diagnosis
D065927,Waist-Height Ratio,E05.041.124.160.937,E05,D008919,Investigative Techniques
D001640,Bicuculline,D03.132.098.077,D03,D006571,Heterocyclic Compounds
D020832,EF Hand Motifs,G02.111.570.820.709.275.500.360.240,G02,D055598,Chemical Phenomena
D020888,Vigabatrin,D02.241.081.114.500.350.900,D02,D009930,Organic Chemicals
D020888,Vigabatrin,D12.125.190.350.900,D12,D000602,"Amino Acids, Peptides, and Proteins"
D006993,Hypnotics and Sedatives,D27.505.696.277.350,D27,D020164,Chemical Actions and Uses
D019203,Entomobirnavirus,B04.820.223.500.200,B04,D014780,Viruses
D008617,Mephenytoin,D03.383.129.308.432.555.620,D03,D006571,Heterocyclic Compounds
D009664,Norway,Z01.542.816.374,Z01,D005842,Geographic Locations
D007608,Kainic Acid,D03.383.773.400,D03,D006571,Heterocyclic Compounds
D012660,Semantics,L01.559.598.745,L01,D007254,Information Science
D063728,Secondary Care Centers,N02.278.421.745,N02,D005159,Health Care Facilities Workforce and Services
D012599,Sclerostomy,E04.540.450.600,E04,D013514,"Surgical Procedures, Operative"
D001424,Bacterial Infections,C01.150.252,C01,D007239,Infections
D029981,Cicuta,B01.875.800.575.912.250.075.190,B01,D056890,Eukaryota
D047789,World War II,I01.880.735.950.250.984,I01,D012942,Social Sciences
D047789,World War II,K01.400.504.968.901,K01,D006809,Humanities
D050280,Arm Bones,A02.835.232.087.090,A02,D009141,Musculoskeletal System
D000898,Antibiosis,G06.550.050,G06,D008827,Microbiological Phenomena
D000898,Antibiosis,G16.062,G16,D001686,Biological Phenomena
D000074962,Kounis Syndrome,C14.280.647.375,C14,D002318,Cardiovascular Diseases
D000074962,Kounis Syndrome,C20.543.560,C20,D007154,Immune System Diseases
D043326,"Glucan 1,3-beta-Glucosidase",D08.811.277.450.420.200.500,D08,D045762,Enzymes and Coenzymes
D004693,"Glucan Endo-1,3-beta-D-Glucosidase",D08.811.277.450.420.200.600,D08,D045762,Enzymes and Coenzymes
D000077743,Diterpene Alkaloids,D02.455.849.291.184,D02,D009930,Organic Chemicals
D000077743,Diterpene Alkaloids,D03.132.301,D03,D006571,Heterocyclic Compounds
D054833,Isoindoles,D03.633.100.513,D03,D006571,Heterocyclic Compounds
D015725,Fluconazole,D03.383.129.799.450,D03,D006571,Heterocyclic Compounds
D014049,Tolperisone,D02.522.818.950,D02,D009930,Organic Chemicals
D014049,Tolperisone,D03.383.725.877,D03,D006571,Heterocyclic Compounds
D010180,Pancreatectomy,E04.210.752,E04,D013514,"Surgical Procedures, Operative"
D004923,Erythrosine,D02.455.426.779.347.350,D02,D009930,Organic Chemicals
D004923,Erythrosine,D03.633.300.953.275.350,D03,D006571,Heterocyclic Compounds
D004923,Erythrosine,D04.711.347.350,D04,D011083,Polycyclic Compounds
D016607,Aflatoxin M1,D03.383.663.283.119.100,D03,D006571,Heterocyclic Compounds
D016607,Aflatoxin M1,D23.946.587.142.100,D23,D001685,Biological Factors
D000078183,Oxindoles,D03.132.436.511,D03,D006571,Heterocyclic Compounds
D013308,Streptonigrin,D03.066.707.768,D03,D006571,Heterocyclic Compounds
D004896,Erythritol,D02.033.800.329,D02,D009930,Organic Chemicals
D004896,Erythritol,D09.853.329,D09,D002241,Carbohydrates
D050542,D-Xylulose Reductase,D08.811.682.047.150.700.237,D08,D045762,Enzymes and Coenzymes
D000097848,Indolosesquiterpenes,D02.455.849.765.674.250,D02,D009930,Organic Chemicals
D000097848,Indolosesquiterpenes,D03.633.100.473.416,D03,D006571,Heterocyclic Compounds
D000097848,Indolosesquiterpenes,D04.663.250,D04,D011083,Polycyclic Compounds
D003910,Dextranase,D08.811.277.450.283,D08,D045762,Enzymes and Coenzymes
D002475,Cellobiose,D09.698.365.180.180,D09,D002241,Carbohydrates
D055826,Afghan Campaign 2001-,I01.880.735.950.250.094,I01,D012942,Social Sciences
D055826,Afghan Campaign 2001-,K01.400.504.984.124,K01,D006809,Humanities
D006060,"Gonadal Dysgenesis, Mixed",C12.050.351.875.253.309.391,C12,D000091642,Urogenital Diseases
D006060,"Gonadal Dysgenesis, Mixed",C16.131.260.830.835.249,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D006060,"Gonadal Dysgenesis, Mixed",C19.391.119.309.391,C19,D004700,Endocrine System Diseases
D012883,Skin Ulcer,C17.800.893,C17,D017437,Skin and Connective Tissue Diseases
D065306,Corneal Injuries,C10.900.300.284.250.124,C10,D009422,Nervous System Diseases
D065306,Corneal Injuries,C11.204.284,C11,D005128,Eye Diseases
D065306,Corneal Injuries,C26.915.300.425.250.124,C26,D014947,Wounds and Injuries
D007108,Immune Tolerance,G12.535.425,G12,D055633,Immune System Phenomena
D014612,Vaccines,D20.215.894,D20,D045424,Complex Mixtures
D008495,Medical Oncology,H02.403.429.515,H02,D006281,Health Occupations
D009370,Neoplasms by Histologic Type,C04.557,C04,D009369,Neoplasms
D019070,Cell Lineage,G04.172,G04,D002468,Cell Physiological Phenomena
D019070,Cell Lineage,G07.345.500.325.180.500,G07,D010829,Physiological Phenomena
D019070,Cell Lineage,G08.686.155,G08,D012101,Reproductive and Urinary Physiological Phenomena
D054370,Chemokine CXCL9,D12.644.276.374.200.120.450,D12,D000602,"Amino Acids, Peptides, and Proteins"
D054370,Chemokine CXCL9,D23.125.300.120.450,D23,D001685,Biological Factors
D018928,"Immunity, Mucosal",G12.450.573,G12,D055633,Immune System Phenomena
D020363,Limbic Encephalitis,C01.207.245.700,C01,D007239,Infections
D020363,Limbic Encephalitis,C04.588.614.550.450,C04,D009369,Neoplasms
D020363,Limbic Encephalitis,C10.228.140.430.525,C10,D009422,Nervous System Diseases
D002998,Clonazepam,D03.633.100.079.080.070.150,D03,D006571,Heterocyclic Compounds
D051267,NF-E2-Related Factor 2,D12.776.260.108.737,D12,D000602,"Amino Acids, Peptides, and Proteins"
D005045,Etomidate,D03.383.129.308.265,D03,D006571,Heterocyclic Compounds
D000077204,Temozolomide,D02.925.200.500,D02,D009930,Organic Chemicals
D000077204,Temozolomide,D03.383.129.308.240.500,D03,D006571,Heterocyclic Compounds
D049629,Waist-Hip Ratio,E01.370.600.115.100.960,E01,D003933,Diagnosis
D049629,Waist-Hip Ratio,E05.041.124.946,E05,D008919,Investigative Techniques
D049629,Waist-Hip Ratio,G07.100.100.960,G07,D010829,Physiological Phenomena
D005387,Finland,Z01.542.816.186,Z01,D005842,Geographic Locations
D020927,Dexmedetomidine,D03.383.129.308.245,D03,D006571,Heterocyclic Compounds
D049892,Mya,B01.050.500.644.080.535,B01,D056890,Eukaryota
D000081406,Peptidyl-Prolyl Isomerase F,D08.811.399.325.500.400.300.875,D08,D045762,Enzymes and Coenzymes
D000081406,Peptidyl-Prolyl Isomerase F,D12.776.543.750.705.400.350.875,D12,D000602,"Amino Acids, Peptides, and Proteins"
D006814,Hungary,Z01.542.248.495,Z01,D005842,Geographic Locations
D018092,Kainic Acid Receptors,D12.776.157.530.400.400.500.200,D12,D000602,"Amino Acids, Peptides, and Proteins"
D050582,Excitatory Amino Acid Transporter 5,D12.776.157.530.200.249.500.500.968,D12,D000602,"Amino Acids, Peptides, and Proteins"
D027341,Excitatory Amino Acid Transporter 1,D12.776.157.530.200.249.500.500.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D003975,Diazepam,D03.633.100.079.080.070.216,D03,D006571,Heterocyclic Compounds
D003708,Nordazepam,D03.633.100.079.080.070.216.500,D03,D006571,Heterocyclic Compounds
D005042,Etimizol,D03.383.129.308.260,D03,D006571,Heterocyclic Compounds
D017316,Fadrozole,D02.626.400,D02,D009930,Organic Chemicals
D017316,Fadrozole,D03.383.129.308.270,D03,D006571,Heterocyclic Compounds
D007529,Isoflavones,D03.383.663.283.266.450.400,D03,D006571,Heterocyclic Compounds
D009126,Muscle Relaxation,G11.427.494.554,G11,D055687,Musculoskeletal and Neural Physiological Phenomena
D001418,Baclofen,D02.241.081.114.500.350.100,D02,D009930,Organic Chemicals
D061406,"Insulin, Ultralente",D06.472.699.587.200.300.800,D06,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists"
D061406,"Insulin, Ultralente",D12.644.548.586.200.300.800,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000618,Aminohippuric Acids,D02.065.277.431.192,D02,D009930,Organic Chemicals
D051787,Myogenic Regulatory Factor 5,D12.776.210.500.570.595,D12,D000602,"Amino Acids, Peptides, and Proteins"
D001462,Barbital,D03.383.742.698.253.150,D03,D006571,Heterocyclic Compounds
D000081227,Neurosteroids,D04.210.500.625,D04,D011083,Polycyclic Compounds
D000081227,Neurosteroids,D27.505.519.625.544,D27,D020164,Chemical Actions and Uses
D006254,Hawaii,Z01.107.567.875.580.375,Z01,D005842,Geographic Locations
D002035,Bunaftine,D02.455.426.559.847.638.120,D02,D009930,Organic Chemicals
D002035,Bunaftine,D04.615.638.120,D04,D011083,Polycyclic Compounds
D009651,Norpregnatrienes,D04.210.500.668.651.568,D04,D011083,Polycyclic Compounds
D051265,NF-E2-Related Factor 1,D12.776.260.108.710,D12,D000602,"Amino Acids, Peptides, and Proteins"
D019733,Carbon-Nitrogen Ligases with Glutamine as Amide-N-Donor,D08.811.464.259.400,D08,D045762,Enzymes and Coenzymes
D056890,Eukaryota,B01,B01,D056890,Eukaryota
D014687,Venezuela,Z01.107.757.943,Z01,D005842,Geographic Locations
D043344,Chordata,B01.050.150,B01,D056890,Eukaryota
D013797,Thebaine,D03.132.577.249.562.856,D03,D006571,Heterocyclic Compounds
D013797,Thebaine,D04.615.723.795.576.856,D04,D011083,Polycyclic Compounds
D018645,Greek World,I01.076.201.450.226.800.250,I01,D012942,Social Sciences
D015977,Eukaryotic Initiation Factor-1,D12.776.835.725.868.124,D12,D000602,"Amino Acids, Peptides, and Proteins"
D015742,Propofol,D02.455.426.559.389.657.773,D02,D009930,Organic Chemicals
D002816,"Chordata, Nonvertebrate",B01.050.150.200,B01,D056890,Eukaryota
D038181,FMN Reductase,D08.811.682.662.171,D08,D045762,Enzymes and Coenzymes
D001463,Barbiturates,D03.383.742.698.253,D03,D006571,Heterocyclic Compounds
D014221,Triamcinolone,D04.210.500.745.432.915,D04,D011083,Polycyclic Compounds
D053804,Granzymes,D08.811.277.656.300.760.397,D08,D045762,Enzymes and Coenzymes
D014768,Virginia,Z01.107.567.875.075.837,Z01,D005842,Geographic Locations
D008044,Linuron,D02.065.950.681.515,D02,D009930,Organic Chemicals
D052240,Fanconi Anemia Complementation Group L Protein,D08.811.464.938.750.186,D08,D045762,Enzymes and Coenzymes
D052240,Fanconi Anemia Complementation Group L Protein,D12.776.313.937,D12,D000602,"Amino Acids, Peptides, and Proteins"
D020035,Holoenzymes,D08.811.255,D08,D045762,Enzymes and Coenzymes
D012326,RNA Splicing,G02.111.760.700,G02,D055598,Chemical Phenomena
D012326,RNA Splicing,G03.839.700,G03,D008660,Metabolism
D012326,RNA Splicing,G05.308.700.700,G05,D055614,Genetic Phenomena
D055593,Geological Phenomena,G01.311,G01,D055585,Physical Phenomena
D014496,Urachal Cyst,C04.182.946,C04,D009369,Neoplasms
D003539,Cystaphos,D02.705.400.625.130,D02,D009930,Organic Chemicals
D015393,"Chemistry, Bioinorganic",H01.158.201.214,H01,D010811,Natural Science Disciplines
D005821,Genetic Techniques,E05.393,E05,D008919,Investigative Techniques
D015046,Zoology,H01.158.273.943,H01,D010811,Natural Science Disciplines
D016645,Aotidae,B01.050.150.900.649.313.988.400.600.037,B01,D056890,Eukaryota
D059550,"Toxicity Tests, Subchronic",E05.940.900,E05,D008919,Investigative Techniques
D011606,Psychosexual Development,F01.752.747.722,F01,D001520,Behavior and Behavior Mechanisms
D011606,Psychosexual Development,F02.739.794.793,F02,D011579,Psychological Phenomena
D013105,"Sphincterotomy, Transduodenal",E04.210.120.860,E04,D013514,"Surgical Procedures, Operative"
D046468,Sexual Development,G07.345.750,G07,D010829,Physiological Phenomena
D046468,Sexual Development,G08.686.841,G08,D012101,Reproductive and Urinary Physiological Phenomena
D004384,Duodenoscopy,E01.370.372.250.250.225,E01,D003933,Diagnosis
D004384,Duodenoscopy,E04.210.240.250.200,E04,D013514,"Surgical Procedures, Operative"
D000068618,Selective Breeding,E05.820.150.760,E05,D008919,Investigative Techniques
D000068618,Selective Breeding,G05.090.701,G05,D055614,Genetic Phenomena
D016145,"Endoscopy, Digestive System",E01.370.372.250,E01,D003933,Diagnosis
D016145,"Endoscopy, Digestive System",E04.210.240,E04,D013514,"Surgical Procedures, Operative"
D023321,Poliovirus Vaccines,D20.215.894.899.623,D20,D045424,Complex Mixtures
D043402,Cathepsin A,D08.811.277.656.224.062,D08,D045762,Enzymes and Coenzymes
D031802,Securidaca,B01.875.800.575.912.250.859.844.750,B01,D056890,Eukaryota
D000074322,"Antineoplastic Agents, Immunological",D27.505.954.248.384,D27,D020164,Chemical Actions and Uses
D007453,Iodide Peroxidase,D08.811.682.732.525,D08,D045762,Enzymes and Coenzymes
D064166,Vaccine Potency,E05.952.750,E05,D008919,Investigative Techniques
D064166,Vaccine Potency,G12.300.500,G12,D055633,Immune System Phenomena
D037401,Scyphozoa,B01.050.500.308.690,B01,D056890,Eukaryota
D004123,Dimethylamines,D02.092.668.387,D02,D009930,Organic Chemicals
D017282,Tick-Borne Diseases,C01.920.930,C01,D007239,Infections
D012541,Scarlet Fever,C01.150.252.410.890.823,C01,D007239,Infections
D011055,"Poliovirus Vaccine, Oral",D20.215.894.899.623.750,D20,D045424,Complex Mixtures
D037462,Cubozoa,B01.050.500.308.361,B01,D056890,Eukaryota
D011741,Pyrimidine Nucleosides,D03.383.742.680,D03,D006571,Heterocyclic Compounds
D011741,Pyrimidine Nucleosides,D13.570.685,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D021921,"Aortic Stenosis, Supravalvular",C14.280.484.048.750.535,C14,D002318,Cardiovascular Diseases
D050339,Benzylammonium Compounds,D02.092.877.096,D02,D009930,Organic Chemicals
D015852,Eukaryotic Initiation Factor-2,D12.776.835.725.868.249,D12,D000602,"Amino Acids, Peptides, and Proteins"
D046368,Crows,B01.050.150.900.248.620.750.150,B01,D056890,Eukaryota
D057487,Enzyme Therapy,E02.319.353,E02,D013812,Therapeutics
D000093382,Schinus,B01.875.800.575.912.250.044.686,B01,D056890,Eukaryota
D014452,Ubiquitins,D12.776.947,D12,D000602,"Amino Acids, Peptides, and Proteins"
D029982,Conium,B01.875.800.575.912.250.075.205,B01,D056890,Eukaryota
D056990,Post-Exposure Prophylaxis,N02.421.726.755,N02,D005159,Health Care Facilities Workforce and Services
D012089,Mammalian orthoreovirus 3,B04.820.223.719.590.550.700,B04,D014780,Viruses
D055548,Vapor Pressure,G01.374.715.951,G01,D055585,Physical Phenomena
D053453,Caspase 9,D08.811.277.656.262.500.126.550.900,D08,D045762,Enzymes and Coenzymes
D053453,Caspase 9,D12.776.157.057.006.155,D12,D000602,"Amino Acids, Peptides, and Proteins"
D003481,Cuspid,A14.549.167.860.200,A14,D013284,Stomatognathic System
D000088562,Persistent Infection,C01.645,C01,D007239,Infections
D000088562,Persistent Infection,C23.550.291.902,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D011258,Pregnancy Tests,E01.370.225.970,E01,D003933,Diagnosis
D011258,Pregnancy Tests,E05.200.970,E05,D008919,Investigative Techniques
D000097568,Matrix Gla Protein,D12.776.157.125.444,D12,D000602,"Amino Acids, Peptides, and Proteins"
D052878,Urolithiasis,C12.050.351.968.967,C12,D000091642,Urogenital Diseases
D012596,Scleroproteins,D12.776.860,D12,D000602,"Amino Acids, Peptides, and Proteins"
D014549,Urinary Incontinence,C12.050.351.968.934.814,C12,D000091642,Urogenital Diseases
D014549,Urinary Incontinence,C23.888.942.343.800,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D018411,Spodoptera,B01.050.500.131.617.720.500.500.937.650.700,B01,D056890,Eukaryota
D016367,Baculoviridae,B04.280.065,B04,D014780,Viruses
D017124,Conserved Sequence,G02.111.570.580,G02,D055598,Chemical Phenomena
D008247,Lysosomes,A11.284.430.214.190.875.190.550,A11,D002477,Cells
D005423,Siphonaptera,B01.050.500.131.617.720.500.500.968,B01,D056890,Eukaryota
D033361,Cladocera,B01.050.500.131.365.150,B01,D056890,Eukaryota
D064174,Cephalochordata,B01.050.150.200.199,B01,D056890,Eukaryota
D029381,Closteroviridae,B04.715.110,B04,D014780,Viruses
D018147,Chordopoxvirinae,B04.280.650.160,B04,D014780,Viruses
D002403,Cathepsins,D08.811.277.656.224,D08,D045762,Enzymes and Coenzymes
D056629,Dicistroviridae,B04.525.165,B04,D014780,Viruses
D001179,Arthropod Vectors,N06.850.335.188.100,N06,D004778,Environment and Public Health
D017910,Cystoviridae,B04.123.691.230,B04,D014780,Viruses
D058425,"Vaccines, Virus-Like Particle",D12.776.828.868.955,D12,D000602,"Amino Acids, Peptides, and Proteins"
D058425,"Vaccines, Virus-Like Particle",D20.215.894.865.955,D20,D045424,Complex Mixtures
D058425,"Vaccines, Virus-Like Particle",D23.050.865.955,D23,D001685,Biological Factors
D016837,Dictyosteliida,B01.046.550.200,B01,D056890,Eukaryota
D007303,Insect Vectors,N06.850.335.188.100.500,N06,D004778,Environment and Public Health
D006793,Houseflies,B01.050.500.131.617.720.500.500.750.642.470,B01,D056890,Eukaryota
D006430,Hemiptera,B01.050.500.131.617.412,B01,D056890,Eukaryota
D014327,Trophoblasts,A11.382.992,A11,D002477,Cells
D014327,Trophoblasts,A16.254.500.766,A16,D004628,Embryonic Structures
D012482,Salmonella paratyphi A,B03.440.450.425.800.200.600,B03,D001419,Bacteria
D014379,"Tuberculosis, Avian",C01.150.252.410.040.552.846.516,C01,D007239,Infections
D014379,"Tuberculosis, Avian",C22.131.921,C22,D000820,Animal Diseases
D013554,Swine Erysipelas,C01.150.252.410.334.776,C01,D007239,Infections
D013554,Swine Erysipelas,C22.331.693,C22,D000820,Animal Diseases
D041702,BALB 3T3 Cells,A11.251.210.100.080,A11,D002477,Cells
D001916,Brachial Artery,A07.015.114.139,A07,D002319,Cardiovascular System
D005709,Gallium Isotopes,D01.268.556.289.500,D01,D007287,Inorganic Chemicals
D009712,"Nucleotides, Cyclic",D13.695.462,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D009698,Nucleoproteins,D12.776.664,D12,D000602,"Amino Acids, Peptides, and Proteins"
D006560,Herpes Labialis,C01.925.256.466.382.316,C01,D007239,Infections
D006560,Herpes Labialis,C07.465.409.466,C07,D009057,Stomatognathic Diseases
D006560,Herpes Labialis,C17.800.838.790.320.320,C17,D017437,Skin and Connective Tissue Diseases
D019767,Maxillofacial Abnormalities,C05.660.207.540,C05,D009140,Musculoskeletal Diseases
D019767,Maxillofacial Abnormalities,C07.650.500,C07,D009057,Stomatognathic Diseases
D019767,Maxillofacial Abnormalities,C16.131.621.207.540,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D008446,Maxillofacial Injuries,C10.900.300.284.500,C10,D009422,Nervous System Diseases
D008446,Maxillofacial Injuries,C26.915.300.425.500,C26,D014947,Wounds and Injuries
D009914,Oral Submucous Fibrosis,C07.465.654,C07,D009057,Stomatognathic Diseases
D009336,Necrosis,C23.550.717,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D023001,Transplantation Tolerance,G12.535.425.955,G12,D055633,Immune System Phenomena
D060787,Neoplasm Grading,E01.789.612,E01,D003933,Diagnosis
D000078331,Correlation of Data,H01.548.832.500,H01,D010811,Natural Science Disciplines
D029743,Boswellia,B01.875.800.575.912.250.162.111,B01,D056890,Eukaryota
D015979,"Killer Cells, Lymphokine-Activated",A11.118.637.555.283.500,A11,D002477,Cells
D015979,"Killer Cells, Lymphokine-Activated",A15.145.229.637.555.283.500,A15,D006424,Hemic and Immune Systems
D050175,Pansporablastina,B01.300.360.500.500.600,B01,D056890,Eukaryota
D054466,Phospholipases A1,D08.811.277.352.100.680.750.875,D08,D045762,Enzymes and Coenzymes
D011090,Polyenes,D02.455.326.271.665,D02,D009930,Organic Chemicals
D018943,Anthracyclines,D02.455.426.559.847.562.050,D02,D009930,Organic Chemicals
D018943,Anthracyclines,D04.615.562.050,D04,D011083,Polycyclic Compounds
D018943,Anthracyclines,D09.408.051.059,D09,D002241,Carbohydrates
D008607,Intellectual Disability,C10.597.606.360,C10,D009422,Nervous System Diseases
D008607,Intellectual Disability,C23.888.592.604.646,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D008607,Intellectual Disability,F01.700.687,F01,D001520,Behavior and Behavior Mechanisms
D008607,Intellectual Disability,F03.625.539,F03,D001523,Mental Disorders
D011198,Solanum tuberosum,B01.875.800.575.912.250.908.500.725.777,B01,D056890,Eukaryota
D018551,Solanum lycopersicum,B01.875.800.575.912.250.908.500.725.638,B01,D056890,Eukaryota
D053609,Lethargy,C10.597.606.441,C10,D009422,Nervous System Diseases
D053609,Lethargy,C23.888.592.604.444,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D053609,Lethargy,F01.700.470,F01,D001520,Behavior and Behavior Mechanisms
D000406,AKR murine leukemia virus,B04.613.807.375.525.050,B04,D014780,Viruses
D031752,Holcus,B01.875.800.575.912.250.822.463,B01,D056890,Eukaryota
D038744,"Ribosomal Protein S6 Kinases, 90-kDa",D08.811.913.696.620.682.700.862.500,D08,D045762,Enzymes and Coenzymes
D038744,"Ribosomal Protein S6 Kinases, 90-kDa",D12.776.476.563.862.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000071498,"AlkB Homolog 1, Histone H2a Dioxygenase",D08.811.074.062.500,D08,D045762,Enzymes and Coenzymes
D003500,Cyclization,G02.111.180,G02,D055598,Chemical Phenomena
D003500,Cyclization,G03.208,G03,D008660,Metabolism
D059451,Biosimilar Pharmaceuticals,D20.215.261,D20,D045424,Complex Mixtures
D016403,"Lymphoma, Large B-Cell, Diffuse",C04.557.386.480.150.585,C04,D009369,Neoplasms
D016403,"Lymphoma, Large B-Cell, Diffuse",C15.604.515.569.480.150.585,C15,D006425,Hemic and Lymphatic Diseases
D016403,"Lymphoma, Large B-Cell, Diffuse",C20.683.515.761.480.150.585,C20,D007154,Immune System Diseases
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,C04.557.337.428.600,C04,D009369,Neoplasms
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,C15.378.508.428.600,C15,D006425,Hemic and Lymphatic Diseases
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,C20.683.515.528.600,C20,D007154,Immune System Diseases
D005062,European Union,I01.615.500.475,I01,D012942,Social Sciences
D015452,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,C04.557.337.428.600.600,C04,D009369,Neoplasms
D015452,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,C15.378.508.428.600.600,C15,D006425,Hemic and Lymphatic Diseases
D015452,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,C20.683.515.528.600.600,C20,D007154,Immune System Diseases
D013810,Therapeutic Equivalency,G03.787.559,G03,D008660,Metabolism
D013810,Therapeutic Equivalency,G07.690.725.898,G07,D010829,Physiological Phenomena
D024510,Muscle Development,G07.345.500.325.377.625.590,G07,D010829,Physiological Phenomena
D024510,Muscle Development,G11.427.578.590,G11,D055687,Musculoskeletal and Neural Physiological Phenomena
D061665,Time-to-Treatment,E02.760.928,E02,D013812,Therapeutics
D061665,Time-to-Treatment,N02.421.585.928,N02,D005159,Health Care Facilities Workforce and Services
D053580,Muscle Strength,E01.370.600.425,E01,D003933,Diagnosis
D053580,Muscle Strength,G11.427.560,G11,D055687,Musculoskeletal and Neural Physiological Phenomena
D058246,Prehypertension,C14.907.653,C14,D002318,Cardiovascular Diseases
D013297,Streptococcus pyogenes,B03.353.750.737.872.575,B03,D001419,Bacteria
D000088383,Trogocytosis,G04.917,G04,D002468,Cell Physiological Phenomena
D000088383,Trogocytosis,G12.888,G12,D055633,Immune System Phenomena
D050548,"Catechol 1,2-Dioxygenase",D08.811.682.690.416.277,D08,D045762,Enzymes and Coenzymes
D007252,Influenza Vaccines,D20.215.894.899.302,D20,D045424,Complex Mixtures
D015492,AIDS Serodiagnosis,E01.370.225.812.735.060,E01,D003933,Diagnosis
D015492,AIDS Serodiagnosis,E05.200.812.735.060,E05,D008919,Investigative Techniques
D016915,AIDS Vaccines,D20.215.894.899.050,D20,D045424,Complex Mixtures
D057920,"Influenza A Virus, H7N3 Subtype",B04.820.480.968.405.400.694,B04,D014780,Viruses
